pairID	promptID	sentence1	sentence2	gold_label	boolean	negation	spatial	temporal	causal	knowledge
62	21	But they were divided about like who were the field hands and who were the house kids, it was kind of--	They couldn't agree about who was a field hand and who belonged in the house.	entailment	1	-1	0	0	0	0
936	312	i mean there was  had the i had my watch and it was all over my shoes and uh the shrubs all turned white down there	My shoes were covered with it.	entailment	1	-1	0	0	0	0
5705	1902	Our teaching hospitals and research programs receive no state support.	The research program doesnt get any money from the state.	entailment	1	-1	-1	-1	-1	-1
5316	1772	We still have more than $200,000 left to raise from subscribers and donors such as yourself.	We need at least $200,000 from people just like you.	entailment	1	-1	-1	-1	-1	-1
3822	1274	For example, one organization that we studied had experienced two mergers that required the company to quickly integrate the new businesses and restructure to meet growing business needs.	We examined a company that experienced two mergers and had to quickly restructure to meet their business demands.	entailment	0	-1	-1	-1	-1	-1
1331	444	and let's see twenty years ago i guess we're were just beginning to get into what they were calling the uh the sex revolution where uh after the pill and uh uh	The Pill was part of the Sex Revolution.	entailment	0	-1	0	0	0	1
745	249	Everything is linked, and gosh, I don't even know how long.	I don't know how long it lasts.	entailment	1	-1	0	1	0	0
245	82	They've, they chosen me over about 15 individuals there, to go to through that school and I'm not, I'm not.	I was picked to go to that school.	entailment	1	-1	0	0	0	0
4815	1605	Al Qaeda and terrorism was just one more priority added to already-crowded agendas with countries like Pakistan and Saudi Arabia.	There were many priorities besides Al Qaeda and terrorism.	entailment	0	-1	-1	-1	-1	-1
5664	1888	..one you would be proud to be part of and support?	One you would be a supporting member of?	entailment	1	-1	-1	-1	-1	-1
5911	1971	These open seats --Washington, Colorado, and North Dakota --coupled with the ousting of long-term Democrat Alan Dixon, have greatly increased our chances for victory.	Alan Dixon is a Democrat politician.	entailment	0	-1	-1	-1	-1	-1
1097	366	okay well so let me make sure so so you think that uh maybe a five day waiting period for handguns or that stuff would be legitimate	What about having a five day hold on those looking to purchase firearms?	entailment	0	-1	0	0	0	0
2799	933	It's our only chance, I've said, and we must take it.   The better way that was in Captain Blood's mind was the way that already he had proposed to Wolverstone.	The opportunity was then and now.	entailment	1	-1	-1	-1	-1	-1
2756	919	And instantly would have recalled the words had she been able.	She would have remembered the words if she had been able.	entailment	0	-1	-1	-1	-1	-1
80	27	Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.	The radiation would leak out from a lead component after the aircraft burned.	entailment	1	-1	0	0	0	0
5987	1996	Her name is Amali which means hope - and she is certainly a wonderful representative of the hope that IZS has to further conservation efforts for African elephants in Zoos and in the wild.	IZS helps African elephans.	entailment	0	-1	-1	-1	-1	-1
3171	1057	The port town of Nafplio makes the perfect base for touring the area, or perhaps a spot to have lunch while on your tour.	Nafplio is a perfect base.	entailment	0	-1	-1	-1	-1	-1
4076	1359	A growing body of evidence demonstrates that interventions in the emergency department are effective and that treatment referral can work.	Referrals from the emergency department can work.	entailment	1	-1	-1	-1	-1	-1
784	262	yeah people who who could be at work at any time or whose decisions could be clouded if they had to make a decision	Yeah, people who might not be able to make the best judgment calls.	entailment	1	-1	0	0	0	0
7244	2415	I find nothing interesting, entertaining, or useful about any of the following, which are fairly typical of the	I find nothing worth my time.	entailment	1	1	-1	-1	-1	-1
1177	393	and uh he snapped he snapped out of it he uh he was probably uh say ninety five percent himself	After he snapped out of it he seemed to be himself again.	entailment	0	-1	0	0	0	0
6807	2269	If you find any Peculiar (Missouri) names or ones that comes as a Surprise (Nebraska), just Jot 'Em Down (Texas) Safely (Tennessee)--unless, of course, they are Errata (Mississippi).	Surprise is a town in Nebraska.	entailment	0	-1	-1	-1	-1	-1
4041	1347	Such a list provides the official administratively approving the voucher (usually the traveler's supervisor) and the certifying officer additional evidence for determining the reasonableness of the claims.	The list tells who approved the voucher.	entailment	1	-1	-1	-1	-1	-1
5420	1807	.By reaching students whom are not otherwise being reached through school and other community institutions.	Not all students are being reached through school and other community institutions.	entailment	1	-1	-1	-1	-1	-1
5170	1724	Rababah, who had lived in Connecticut, New York, and New Jersey, told investigators that he had recommended Paterson, New Jersey, as a place with an Arabic-speaking community where Hazmi and Hanjour might want to settle.	New Jersey as selected as one place for the people to stay.	entailment	1	-1	-1	-1	-1	-1
2463	821	Captain Blood bared his head and bowed silently in a greeting which she returned composedly and formally.	She responded to Captain Blood's greeting in a formal and calm way.	entailment	0	-1	-1	-1	-1	-1
971	324	uh whenever you buy an item especially a large purchase item it it's it's something in which you're you're paying and you've always got to add in that about ten percent tax	You always have to add ten percent tax to whatever you're buying when you are figuring out the cost.	entailment	1	-1	0	0	0	0
1719	573	Two very old romances still sung in the Southwest are  La Delgadina,  which deals with incest, and  La Aparicien,  which dates from the fifteenth century in Spain.	La Delgadina is still present in the Southwest.	entailment	1	-1	-1	-1	-1	-1
1106	369	you know i would rather much rather get on a plane and get there and then enjoy myself	I can't wait to get off the plane and enjoy myself once we get there.	entailment	1	1	0	0	1	0
2783	928	Although even some o' they should know better, for there's still a few was on Barbados with us, and are acquainted like me and you with Colonel Bishop.	We are acquainted with Colonel Bishop.	entailment	1	-1	-1	-1	-1	-1
4544	1515	Discovering it would have required quick and very substantial cooperation from the German government, which might well have been difficult to obtain.	The German government might have had difficultly performing a quick and thorough investigation.	entailment	0	-1	-1	-1	-1	-1
2858	953	He had found the only way, and repellent though it might be to him, he must take it.	He had chosen to grab it despite it being off-putting to him.	entailment	1	-1	-1	-1	-1	-1
1115	372	all the uh credit union CEOs and people like that so she was really into the keeping up on what's going on with the credit unions	She was interested in credit unions.	entailment	0	-1	0	0	0	0
4509	1503	The housemate who rented the room to Hazmi and Mihdhar during 2000 is an apparently law-abiding citizen with long-standing, friendly contacts among local police and FBI personnel.	Hazmi and Mihdhar rented a room.	entailment	0	-1	-1	-1	-1	-1
4698	1566	23, 2004 (nearly two-thirds of the known leaders of al Qaeda had been killed or captured).	Most al Qaeda leadership had been eliminated by 2004.	entailment	1	-1	-1	-1	-1	-1
767	256	yeah exactly i mean by the time you get through outfitting yourself and then having to go sweat doing it uh you could you could go on a Club med uh  everything inclusive vacati on	It costs a lot to outfit yourself.	entailment	0	-1	0	0	0	0
7229	2410	Thus, dents are called nudgies , and major dents--the ones that require more than $500 to repair-- are owies .	They give names to the different dents.	entailment	1	-1	-1	-1	-1	-1
5333	1778	We invite you to participate in Futures for Children by sponsoring an American Indian child or by joining a Membership Circle to support our community education projects.	If you sponsor an American Indian child you would be participating in Future for Children.	entailment	1	-1	-1	-1	-1	-1
1456	486	yeah that's another thing i don't understand is is is things like selling technology and uh even military hardware to foreign governments and then forgiving their debt	It doesnt make sense to me how someone can sell technology and military hardware to a foreign government and then pay no mind to their debt.	entailment	0	-1	0	0	1	0
1381	461	and uh so it's a giant plastics plant i think they have a seventy like a seventy five percent market share or something	I think they control most of the market.	entailment	0	-1	0	0	0	1
248	83	They have to go through a number of altitude chambers, uh, rides before they start even flying U2's or flying with pressure suits.	They have to go through a lot of training before they fly U2's.	entailment	1	-1	0	0	0	0
6747	2249	The impassioned cover story warns that America's national parks are being ruined by overcrowding, underfunding, invasion by exotic plant and animal species, and commercial development.	The national parks are too crowded.	entailment	1	-1	-1	-1	-1	-1
1316	439	and given given that knowledge and stuff with it and he seems to enjoy it	He likes it, from what I can tell.	entailment	1	-1	0	0	0	0
4391	1464	Even if preliminary engineering and contract negotiation took as long as six to eight months, the total time for completing two 900 MWe units would be about 17 to 19 months.	Preliminary engineering and contract negotiation could take as long as six to eight months	entailment	1	-1	-1	-1	-1	-1
1104	368	well supposedly in seven days they're going they're going to look through y our background and make sure you are not an ex-con or don't have	They will supposedly do a background check over the next seven days.	entailment	1	-1	0	1	0	0
6453	2151	So irradiating food seems safe, effective, and cheap.	Irradiating food seems useful.	entailment	1	-1	-1	-1	-1	-1
5339	1780	Ticket sales and subscriptions cannot finance our complete season	Our complete season needs more to finance it then just ticket sales and subscriptions.	entailment	0	-1	-1	-1	-1	-1
6443	2148	Today's question reminds me of the one and only time I went to the Radio City Music Hall Christmas Pageant, at which, among other things, they offer something called the Living Nativity.	I wente to the christmas pagent to see the living nativity.	entailment	1	-1	-1	-1	-1	-1
7281	2427	Hackers , or just plain droupies , probably have no trouble translating what I just wrote out of computer jargon and slang into more conventional English.	I think hackers can generally understand computer jargon.	entailment	1	-1	-1	-1	-1	-1
953	318	i have a tiff Bermuda lawn here and uh it requires a lot of water and you have to keep it cut very short if you want it to look like a golf course green	Bermuda lawns can be made to look like golf course greens.	entailment	1	-1	0	0	0	0
5193	1731	For example, the Mayor and Police Commissioner consulted with the Chief of the Department of the FDNY at approximately 9:20.	The Police Commissioner and Mayor were involved in consultations.	entailment	0	-1	-1	-1	-1	-1
1048	350	there you go well does you husband uh what does he think of your uh T-shirt and and	Does your husband like your t-shirt?	entailment	0	-1	0	0	0	0
3795	1265	Other efforts currently under way or planned include the	We have something planned.	entailment	0	-1	-1	-1	-1	-1
1232	411	you know yeah well i i went to the library yesterday looking around and i found this uh new book by PJ O'Rourke called uh uh Parliament of Horrors and it's about uh	I got a PJ O'Rourke book at the library yesterday.	entailment	1	-1	0	0	0	0
1229	410	well i have a girlfriend who has a daughter that's a teenager and every year before school starts she has me take her shopping for clothes because they fight too much	I have to take my girlfriend's daughter shopping for clothing before the school year starts each year.	entailment	1	-1	0	0	0	0
5551	1851	This group of donors will directly help the Chancellor meet immediate needs of faculty, students, and staff.	The Chancellor will receive help with meeting faculty needs.	entailment	1	-1	-1	-1	-1	-1
5573	1858	In the case of animals that are not recovered by-their owners, your Humane Society uses a wide variety of - services to aid those animals and give them a chance at a happy life.	The Humane Society helps animals live a happy life.	entailment	1	-1	-1	-1	-1	-1
150	50	So I'm like, Oh my gosh, and Ramona was standing there.	Ramona was upright while I was there in awe.	entailment	0	-1	0	0	0	1
2317	773	She left him, and thereafter with Wolverstone, leaning upon the rail, he watched the approach of that boat, manned by a dozen sailors, and commanded by a scarlet figure seated stiffly in the stern sheets.	The approaching boat was manned by a dozen sailors.	entailment	1	-1	-1	-1	-1	-1
5225	1742	Yousef managed to escape to Pakistan, but his accomplice, Murad-whom KSM claims to have sent to Yousef with $3,000 to help fund the operation-was arrested and disclosed details of the plot while under interrogation.	Murad revealed information about the plan when interrogated.	entailment	1	-1	-1	-1	-1	-1
4975	1659	Dubai, a modern city with easy access to a major airport, travel agencies, hotels, and Western commercial establishments, was an ideal transit point.	Dubai was a convenient transit point.	entailment	1	-1	-1	-1	-1	-1
533	178	And she had tuberculosis and I never knew that either.	I didn't know she had TB.	entailment	1	-1	0	0	0	1
2231	744	And today we must also have grounds for taking human equality seriously as a basic ideal of social and political justice.	Social and political justice should foster human equality.	entailment	1	-1	-1	-1	-1	-1
6146	2049	Not content to disgrace Clinton morally, his adversaries tried to inflate his cover-up of the Lewinsky affair into crimes and impeachable offenses.	Clinton's adversaries attempted to disgrace him, and also to impeach him.	entailment	1	-1	-1	-1	-1	-1
6943	2315	Speakers who want to impress their audiences know they have to telegraph key points and facts, then announce them, then repeat, dramatize, explain, and embellish.	Repetition is one element of impressive speech techniques.	entailment	1	-1	-1	-1	-1	-1
2450	817	And maybe it won't.  Slow and mocking came Wolverstone's voice to answer the other's confident excitement, and as he spoke he advanced to Blood's side, an unexpected ally.	Wolverstone had voiced his opinion in a tone that was slow as he made his way towards Blood.	entailment	1	-1	-1	-1	-1	-1
302	101	Everybody gets champagne and some people don't drink it so what's left the kids drink so we were going around drinking all this champagne.	The kids drank some of the champagne.	entailment	1	-1	0	0	0	0
5004	1668	Finally, he directed Treasury Secretary Paul O'Neill to craft a plan to target al Qaeda's funding and seize its assets.	Treasury Secretary Paul O'Neill ws told to develop a plan to target the funding of al Qaeda.	entailment	1	-1	-1	-1	-1	-1
185	62	Um, my grandparents were always very, very loving people and some of, my parents were and we'd just have a great time down there.	My grandparents were a very loving couple.	entailment	1	-1	0	0	0	0
3726	1242	You'll be able to play alongside the  high rollers  at the roulette or craps tables or put a few coins in the slot machines.	You can gamble.	entailment	1	-1	-1	-1	-1	-1
712	238	And unfortunately we moved again.	We moved another time.	entailment	0	-1	0	1	0	0
2487	829	I realize fully what you did, and I realize that partly, at least, you may have been urged by consideration for myself.	You might have considered me when you did what you did.	entailment	1	-1	-1	-1	-1	-1
3692	1231	Look out for coconut rum and other fruit rums there's a tremendous variety.	There are fruity rums.	entailment	1	-1	-1	-1	-1	-1
512	171	I went to my sister's that lived there . Her husband was in the service and worked with Intelligence, and I went to their house.	My brother in law was in the service.	entailment	1	-1	0	0	0	1
2660	887	Wait!  Blood bade him, interrupting, and he set a restraining hand upon the gunner's arm.	Blood had put his hand up against the gunner's arm in an attempt to hold him back.	entailment	1	-1	-1	-1	-1	-1
2247	749	How can a parent identify the difference between a language disorder and normal language development?	How does a parent know if language development is normal?	entailment	1	-1	-1	-1	-1	-1
855	285	they probably weren't the most brilliant people in the world but they uh were very personable and took uh a interest in people who were willing to study	They were the beyond brilliant but detested anyone that put effort into studying.	contradiction	1	-1	0	0	0	0
5454	1818	Whether its a literature topic, a humanities issue, or an important person in history -- every play has a direct tie-in to classroom curriculum.	Plays stand alone and have no application in school.	contradiction	1	-1	-1	-1	-1	-1
4796	1599	The General Accounting Office looked into the gun story and was unable to corroborate it.	The General Accounting Office confirmed that the gun story was 100% true.	contradiction	1	-1	-1	-1	-1	-1
4545	1515	Discovering it would have required quick and very substantial cooperation from the German government, which might well have been difficult to obtain.	The investigation would be quite simple and easy for the government to conduct.	contradiction	1	-1	-1	-1	-1	-1
1103	368	well supposedly in seven days they're going they're going to look through y our background and make sure you are not an ex-con or don't have	The background check will take over a month.	contradiction	1	-1	0	1	0	0
7330	2444	If Esperanto is aspiring to become a  real  language, then it must begin to behave like one and, before long, it will begin to suffer the same  weaknesses  that natural languages suffer--polysemy and pleurisemy.	Esperanto is a real language that already has all of the weaknesses of other languages.	contradiction	1	-1	-1	-1	-1	-1
2518	840	He observed her pale and tense, with parted lips and startled eyes that were fixed upon him, an anxious witness of this deciding of her fate.	She refused to even look at him.	contradiction	1	-1	-1	-1	-1	-1
5544	1848	Your support of the museum's Annual Operating Campaign helps to attract significant works to the collection and present community-wide special exhibitions.	The museum can't do anything with the money the receive.	contradiction	1	1	-1	-1	-1	-1
786	262	yeah people who who could be at work at any time or whose decisions could be clouded if they had to make a decision	Yeah, people whose decision faculties are never impaired.	contradiction	1	-1	0	0	0	0
2111	704	The pachuco was disdained in the U.S. by both the Mexican American and Anglo communities, and likewise in Mexico by the media and the intellectuals.	Pachuco was embraced in the US by Mexican Americans.	contradiction	1	-1	-1	-1	-1	-1
5734	1912	And that's the wonderful tool of the IRT Education Programs--it lets children witness stories that teach them tools for everyday living and surviving.	The IRT Education Programs help elderly people.	contradiction	1	-1	-1	-1	-1	-1
2659	887	Wait!  Blood bade him, interrupting, and he set a restraining hand upon the gunner's arm.	Blood allowed the gunner to carry on with what he had to say.	contradiction	1	-1	-1	-1	-1	-1
3006	1002	You can see beluga whales in summer, polar bears in the autumn, and, if you're around at the spring or autumn equinox, the  northern lights  of the aurora borealis.	You will not see polar bears in the autumn.	contradiction	1	-1	-1	-1	-1	-1
3958	1320	Absent a formal motion to withdraw, an attorney of record in federal court remains responsible, both ethically and under the rules of court, for responding to any matter that should arise.	Without a motion to withdraw, an attorney doesn't have to respond to anything.	contradiction	1	-1	-1	-1	-1	-1
67	23	Today he is going to talk to us about the Third SS, the U2 Quick and the Blackbird.	He has decided not to talk anymore.	contradiction	1	1	0	0	0	0
3885	1295	The CIO and decision-making authorities decide what type of work is appropriate to outsource and what type of work is best performed internally.	The CIO stayed out of any discussions about what work was allowed.	contradiction	1	-1	-1	-1	-1	-1
6184	2062	Some of these concepts have demonstrated their success at an experimental level and are ripe for expansion.	None of them have succeeded.	contradiction	1	-1	-1	-1	-1	-1
758	253	oh what human life is worth and whether or not you can rehabilitate somebody	No humans deserve to be rehabilitated.	contradiction	0	-1	0	0	0	0
2402	801	At the head of the companion, Ogle found his progress barred by Blood, who confronted him, a sudden sternness in his face and in every line of him.	Ogle didn't meet with any opposition when he was progressing.	contradiction	1	-1	-1	-1	-1	-1
1641	547	In an economy with reinvestment, what happens if we can take our advantages of trade and reinvest any excess so that we can create more apples and pears than we had to start with?	We can't trade with anyone around us.	contradiction	0	-1	-1	-1	-1	-1
77	26	She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.	She quickly wiped away the tears after flinging Joe off the porch.	contradiction	1	-1	0	0	0	0
3032	1011	Children will enjoy the Cite de la Mer (37 Rue de l'Asile Thomas), with exhibits on the history of boatbuilding, the fishing industry, and how tides and currents shape the coastline.	The kids will hate every bit of it.	contradiction	1	-1	-1	-1	-1	-1
3465	1155	An entrance tunnel with a kitchen alcove on one side, and storage alcoves on the other, leads to the main living area.	The living area is up some stairs in the attic.	contradiction	1	-1	-1	-1	-1	-1
5159	1720	They concluded that none of the passengers was connected to the 9/11 attacks and have since found no evidence to change that conclusion.	They are certain that several of the passengers were involved in the attacks.	contradiction	1	-1	-1	-1	-1	-1
6812	2271	Literacy and numeracy have come to the fore in recent years as major issues, not only (or even so much) in the Third World as in the industrialized nations.	Industrialized nations experience no problems with illiteracy.	contradiction	1	-1	-1	-1	-1	-1
61	21	But they were divided about like who were the field hands and who were the house kids, it was kind of--	They all agreed that they'd all work in the fields.	contradiction	1	-1	0	0	0	0
1259	420	you know it's probably about twenty by i don't know twenty by six something like that and it's amazing what you can you know how many plants you can plant in there	It is ridiculous that you can hardly fit any plants in there at all.	contradiction	1	-1	1	0	0	0
5182	1728	Many PAPD officers were on the ground floors of the complex-some assisting in evacuation, others manning the PAPD desk in 5 WTC or assisting at lobby command posts.	The PAPD was nowhere to be found at 5 WTC.	contradiction	1	-1	-1	-1	-1	-1
7280	2427	Hackers , or just plain droupies , probably have no trouble translating what I just wrote out of computer jargon and slang into more conventional English.	Hackers would not understand what I just wrote.	contradiction	1	-1	-1	-1	-1	-1
5830	1944	Even with the continuing generosity of donors, the Museum has programs and operations that go unfunded each year.	The museum always hits their funding goals.	contradiction	1	-1	-1	-1	-1	-1
5912	1971	These open seats --Washington, Colorado, and North Dakota --coupled with the ousting of long-term Democrat Alan Dixon, have greatly increased our chances for victory.	Alan Dixon is a die-hard Republican.	contradiction	1	-1	-1	-1	-1	-1
4755	1585	Our borders and immigration system, including law enforcement, ought to send a message of welcome, tolerance, and justice to members of immigrant communities in the United States and in their countries of origin.	We need to make it clear that we don't want any immigrants here.	contradiction	1	1	-1	-1	-1	-1
2735	912	Standing beside Captain Blood, he looked astern, following the indication of the Captain's hand, and cried out in his amazement.	He looked rather sad and remained quiet beside the Captain.	contradiction	1	-1	-1	-1	-1	-1
4356	1452	The reforms that have been adopted so far have profound implications for what government does, how it is organized, and how it performs its services to the country and its citizens.	The reforms have no impact on the government.	contradiction	1	1	-1	-1	-1	-1
4223	1408	During the planning stages of an audit, auditors should communicate their responsibilities for testing and reporting on compliance with laws and regulations and internal control over financial reporting.	Auditors should not talk.	contradiction	1	-1	-1	-1	-1	-1
5755	1919	This letter is to let you know that we still need your help to continue our record of strong fiscal management, vibrant theatrical productions and outstanding educational programs.	We don't need any more funds for our programs.	contradiction	0	-1	-1	-1	-1	-1
1383	461	and uh so it's a giant plastics plant i think they have a seventy like a seventy five percent market share or something	They are just breaking into the market right now.	contradiction	0	-1	0	0	0	1
5430	1810	In appreciation for your contribution $100 or more to the campaign, you and a guest are invited to attend a special reception on Thursday, March 23,2000 from 5:30- 8:00 PM in Herron Hall.	You must donate at least $10,000 to be invited to attend the reception.	contradiction	1	-1	-1	-1	-1	-1
238	80	I go ahead and picked the baggage and went to the address I was supposed to.	I left the bag and figured it wasn't my problem.	contradiction	1	-1	0	0	0	0
5172	1724	Rababah, who had lived in Connecticut, New York, and New Jersey, told investigators that he had recommended Paterson, New Jersey, as a place with an Arabic-speaking community where Hazmi and Hanjour might want to settle.	Rababah recommended that they stay in New York only.	contradiction	1	-1	-1	-1	-1	-1
3727	1243	Museums are superbly laid out, and most provide leaflets (usually in German, but often in English and French) with detailed information about the exhibits; you will find honesty boxes for payment freely dotted about.	Museums are laid out poorly.	contradiction	1	-1	-1	-1	-1	-1
7079	2360	Mr. Kaplan's generation has largely died off, and its progeny have become Americanized.	All of Mr Kaplan's generation still lives today.	contradiction	1	-1	-1	-1	-1	-1
1652	551	On the other hand, particles and the three nongravitational forces have yet to be incorporated into a spin network picture.	The particles had already been incorporated.	contradiction	1	-1	-1	-1	-1	-1
5818	1940	Again, let me congratulate you on your unanimous nomination for Inner Circle membership and urge you to accept this honor as soon as possible.	I am sorry to tell you that nobody wanted you to be a member of the Inner Circle.	contradiction	1	-1	-1	-1	-1	-1
1811	604	Finally she and Juan Osito, her son, are able to run away from the bear and go live in the palace with her father.	They refuse to live with her father.	contradiction	1	-1	-1	-1	-1	-1
130	44	He came, he opened the door and I remember looking back and seeing the expression on his face, and I could tell that he was disappointed.	He was so excited and bursting with joy that he practically knocked the door off it's frame.	contradiction	1	-1	0	0	0	0
1008	336	it's pretty much going between Washington they're undefeated and uh Buffalo New Orleans and Chicago because Chicago's only lost twice and one of those was to Buffalo	Washington has lost every game.	contradiction	1	-1	0	0	0	1
244	82	They've, they chosen me over about 15 individuals there, to go to through that school and I'm not, I'm not.	I was not chosen to attend the school.	contradiction	1	-1	0	0	0	0
1430	477	oh and then if you try to get it outside of your uh corporation you're gonna pay an arm and a leg	If you go just a little bit out of the corporation you can actually save yourself a lot of money.	contradiction	1	-1	0	0	0	1
1207	403	when they're passed on or something i didn't quite understand it	I understand it very well.	contradiction	0	-1	0	0	0	0
5626	1876	It is critical that we educate Americans about the importance of Philanthropy that we develop a new generation of informed and committed leaders.	Philanthropy isn't important and no one should be taught about it.	contradiction	1	-1	-1	-1	-1	-1
4077	1359	A growing body of evidence demonstrates that interventions in the emergency department are effective and that treatment referral can work.	There is nothing an emergency department can do in these cases.	contradiction	1	-1	-1	-1	-1	-1
534	178	And she had tuberculosis and I never knew that either.	I knew she was very sick with TB.	contradiction	1	-1	0	0	0	1
3856	1286	Based on this risk assessment, Centrelink developed a range of specific prevention strategies aimed at educating beneficiaries and employers on income reporting requirements.	Centrelink didn't how how to address the problem.	contradiction	1	-1	-1	-1	-1	-1
1245	415	and uh it was just really good i knew it was going to be sad and i knew somebody was going to be dying	I was not expecting anyone to die.	contradiction	1	-1	0	0	0	0
2809	937	Heave her to, and signal to them to send a boat.   A silence of astonishment fell upon the ship--of astonishment and suspicion at this sudden yielding.	No one on board the ship was shocked in any way.	contradiction	1	-1	-1	-1	-1	-1
2374	792	Walking leisurely, he skirted the embattled wall, and passed through the great gates into the courtyard.	Since the great gates were locked, he jumped over the fence, into the courtyard.	contradiction	1	-1	-1	-1	-1	-1
4805	1602	Numerous officers responded in order to help injured civilians and to urge those who could walk to vacate the area immediately.	The officers cordoned off the area and refused to let anyone in or out.	contradiction	1	-1	-1	-1	-1	-1
2797	933	It's our only chance, I've said, and we must take it.   The better way that was in Captain Blood's mind was the way that already he had proposed to Wolverstone.	Captain Blood had never spoken to Wolverstone before.	contradiction	0	1	-1	-1	-1	-1
6092	2031	Lawrence Singleton, a notorious rapist who hacked off his victim's forearms and then spent only eight years in prison, has been arrested in the stabbing to death in Florida of another woman.	It was obvious to everyone that his time in prison had rehabilitated him completely.	contradiction	1	-1	-1	-1	-1	-1
5003	1668	Finally, he directed Treasury Secretary Paul O'Neill to craft a plan to target al Qaeda's funding and seize its assets.	Treasury Secretary Paul O'Neill was told not to bother with al Qaeda's funding.	contradiction	1	-1	-1	-1	-1	-1
1164	388	you know it's easy to say well we'll build a concrete hole and and nothing'll happen and then they'll say well the only way to test that is over a long period of time so	Time is not needed when building something out of concrete, it dries quick and can be tested right away.	contradiction	1	-1	0	1	0	0
